logtime	mic	cpu_user	cpuT	memT	totW
1458057175	mic0	89.69	59.00	40.00	160.00
1458057176	mic1	86.01	74.00	55.00	175.00
1458057177	mic2	97.58	77.00	59.00	189.00
1458057178	mic3	96.51	65.00	43.00	172.00
1458057179	mic4	86.75	68.00	46.00	167.00
1458057180	mic5	97.76	73.00	53.00	170.00
1458057211	mic0	98.05	60.00	40.00	168.00
1458057212	mic1	98.55	73.00	54.00	174.00
1458057213	mic2	98.27	78.00	59.00	189.00
1458057214	mic3	97.47	65.00	43.00	173.00
1458057214	mic4	95.31	68.00	46.00	169.00
1458057215	mic5	97.22	74.00	53.00	172.00
1458057246	mic0	86.87	61.00	40.00	166.00
1458057247	mic1	89.49	73.00	54.00	170.00
1458057248	mic2	93.92	78.00	59.00	188.00
1458057249	mic3	93.98	65.00	43.00	175.00
1458057250	mic4	89.09	69.00	46.00	172.00
1458057251	mic5	85.48	73.00	53.00	170.00
1458057282	mic0	94.80	60.00	41.00	167.00
1458057283	mic1	97.55	73.00	54.00	172.00
1458057284	mic2	93.04	78.00	59.00	186.00
1458057285	mic3	91.15	65.00	43.00	169.00
1458057286	mic4	92.42	68.00	46.00	165.00
1458057287	mic5	84.01	72.00	53.00	167.00
1458057318	mic0	86.34	61.00	41.00	168.00
1458057319	mic1	93.95	74.00	54.00	168.00
1458057320	mic2	90.27	78.00	59.00	187.00
1458057320	mic3	98.64	66.00	43.00	174.00
1458057321	mic4	98.72	69.00	47.00	170.00
1458057322	mic5	97.61	73.00	53.00	173.00
1458057353	mic0	92.07	61.00	41.00	170.00
1458057354	mic1	92.13	73.00	54.00	175.00
1458057355	mic2	93.48	79.00	59.00	188.00
1458057356	mic3	90.78	65.00	43.00	174.00
1458057357	mic4	87.12	68.00	47.00	167.00
1458057358	mic5	83.48	74.00	53.00	167.00
1458057389	mic0	96.16	59.00	41.00	165.00
1458057390	mic1	99.08	74.00	54.00	174.00
1458057391	mic2	74.22	77.00	59.00	180.00
1458057392	mic3	96.04	65.00	43.00	175.00
1458057393	mic4	92.31	70.00	47.00	171.00
1458057394	mic5	98.30	73.00	53.00	172.00
1458057425	mic0	99.49	60.00	41.00	169.00
1458057425	mic1	89.28	75.00	55.00	176.00
1458057426	mic2	94.72	77.00	59.00	189.00
1458057427	mic3	90.60	66.00	43.00	175.00
1458057428	mic4	98.59	69.00	47.00	171.00
1458057429	mic5	93.78	74.00	53.00	173.00
1458057460	mic0	92.97	59.00	41.00	167.00
1458057461	mic1	88.62	74.00	55.00	175.00
1458057462	mic2	90.41	78.00	59.00	187.00
1458057463	mic3	99.13	64.00	43.00	168.00
1458057464	mic4	98.81	69.00	47.00	171.00
1458057465	mic5	96.30	73.00	53.00	174.00
1458057496	mic0	99.15	60.00	41.00	165.00
1458057497	mic1	96.45	74.00	55.00	182.00
1458057498	mic2	98.39	78.00	59.00	184.00
1458057499	mic3	85.00	65.00	43.00	174.00
1458057500	mic4	97.71	69.00	47.00	172.00
1458057500	mic5	86.18	74.00	53.00	168.00
1458057531	mic0	97.69	61.00	41.00	167.00
1458057532	mic1	99.04	73.00	55.00	178.00
1458057533	mic2	85.07	77.00	59.00	187.00
1458057534	mic3	97.90	66.00	43.00	173.00
1458057535	mic4	94.39	70.00	47.00	167.00
1458057536	mic5	97.21	74.00	53.00	174.00
1458057567	mic0	75.71	60.00	41.00	169.00
1458057568	mic1	90.39	75.00	55.00	179.00
1458057569	mic2	98.35	78.00	59.00	186.00
1458057570	mic3	99.11	65.00	43.00	174.00
1458057571	mic4	92.02	69.00	47.00	169.00
1458057572	mic5	71.92	73.00	53.00	170.00
1458057603	mic0	85.63	59.00	41.00	166.00
1458057604	mic1	97.25	74.00	55.00	181.00
1458057605	mic2	98.72	78.00	59.00	189.00
1458057606	mic3	93.83	65.00	43.00	175.00
1458057606	mic4	84.79	69.00	47.00	161.00
1458057607	mic5	96.85	74.00	53.00	169.00
1458057638	mic0	98.32	60.00	41.00	165.00
1458057639	mic1	89.92	74.00	55.00	178.00
1458057640	mic2	97.69	77.00	59.00	191.00
1458057641	mic3	92.85	65.00	43.00	169.00
1458057642	mic4	92.77	71.00	47.00	172.00
1458057643	mic5	97.17	73.00	53.00	171.00
1458057674	mic0	97.18	61.00	41.00	167.00
1458057675	mic1	92.85	73.00	55.00	177.00
1458057676	mic2	89.17	79.00	59.00	191.00
1458057677	mic3	96.58	66.00	43.00	176.00
1458057678	mic4	89.25	69.00	47.00	168.00
1458057679	mic5	94.08	73.00	53.00	175.00
1458057710	mic0	98.15	61.00	41.00	163.00
1458057711	mic1	92.24	74.00	55.00	179.00
1458057711	mic2	97.07	78.00	59.00	187.00
1458057712	mic3	92.58	64.00	43.00	173.00
1458057713	mic4	90.06	70.00	47.00	167.00
1458057714	mic5	92.68	73.00	53.00	173.00
1458057745	mic0	98.87	60.00	41.00	171.00
1458057746	mic1	86.84	74.00	55.00	177.00
1458057747	mic2	93.19	78.00	59.00	184.00
1458057748	mic3	79.53	66.00	43.00	163.00
1458057749	mic4	99.22	70.00	47.00	172.00
1458057750	mic5	98.35	73.00	53.00	175.00
1458057781	mic0	95.73	62.00	41.00	170.00
1458057782	mic1	81.97	73.00	55.00	171.00
1458057783	mic2	97.82	78.00	59.00	189.00
1458057784	mic3	98.40	66.00	43.00	171.00
1458057785	mic4	98.68	69.00	47.00	168.00
1458057786	mic5	93.87	74.00	53.00	173.00
1458057817	mic0	86.16	60.00	41.00	165.00
1458057817	mic1	83.44	73.00	55.00	172.00
1458057818	mic2	96.27	78.00	59.00	186.00
1458057819	mic3	91.86	65.00	43.00	170.00
1458057820	mic4	86.89	70.00	47.00	170.00
1458057821	mic5	98.68	73.00	53.00	170.00
1458057852	mic0	95.90	60.00	41.00	166.00
1458057853	mic1	84.79	73.00	54.00	170.00
1458057854	mic2	98.50	78.00	59.00	191.00
1458057855	mic3	97.60	65.00	43.00	170.00
1458057856	mic4	87.81	69.00	47.00	168.00
1458057857	mic5	93.31	74.00	53.00	167.00
1458057888	mic0	80.71	59.00	41.00	167.00
1458057889	mic1	94.67	74.00	54.00	175.00
1458057890	mic2	92.12	78.00	59.00	187.00
1458057891	mic3	81.58	65.00	43.00	168.00
1458057892	mic4	80.29	69.00	47.00	167.00
1458057892	mic5	89.36	74.00	53.00	174.00
1458057923	mic0	93.56	60.00	41.00	166.00
1458057924	mic1	96.22	74.00	54.00	176.00
1458057925	mic2	97.51	78.00	59.00	190.00
1458057926	mic3	86.54	64.00	43.00	171.00
1458057927	mic4	95.60	69.00	47.00	166.00
1458057928	mic5	96.96	74.00	53.00	174.00
1458057959	mic0	79.67	60.00	41.00	171.00
1458057960	mic1	94.51	73.00	54.00	179.00
1458057961	mic2	98.00	78.00	59.00	189.00
1458057962	mic3	84.68	64.00	43.00	164.00
1458057963	mic4	87.97	69.00	47.00	160.00
1458057964	mic5	85.19	73.00	53.00	170.00
1458057995	mic0	94.23	60.00	41.00	169.00
1458057996	mic1	98.32	73.00	54.00	176.00
1458057997	mic2	80.23	78.00	59.00	190.00
1458057997	mic3	78.11	64.00	43.00	172.00
1458057998	mic4	90.66	68.00	47.00	165.00
1458057999	mic5	98.04	74.00	53.00	172.00
1458058030	mic0	97.72	60.00	41.00	164.00
1458058031	mic1	95.84	73.00	55.00	175.00
1458058032	mic2	90.98	78.00	59.00	186.00
1458058033	mic3	94.71	65.00	43.00	173.00
1458058034	mic4	85.56	68.00	47.00	169.00
1458058035	mic5	92.72	74.00	53.00	174.00
1458058066	mic0	95.90	61.00	41.00	169.00
1458058067	mic1	95.19	72.00	55.00	174.00
1458058068	mic2	98.58	78.00	59.00	190.00
1458058069	mic3	87.16	64.00	43.00	170.00
1458058070	mic4	95.33	69.00	47.00	170.00
1458058071	mic5	87.86	73.00	53.00	170.00
1458058102	mic0	98.27	61.00	41.00	171.00
1458058102	mic1	98.56	73.00	55.00	177.00
1458058103	mic2	92.98	78.00	59.00	188.00
1458058104	mic3	78.10	65.00	43.00	167.00
1458058105	mic4	92.96	69.00	47.00	173.00
1458058106	mic5	83.92	73.00	53.00	171.00
1458058137	mic0	94.69	59.00	41.00	171.00
1458058138	mic1	89.92	73.00	55.00	177.00
1458058139	mic2	88.04	78.00	59.00	188.00
1458058140	mic3	95.43	66.00	43.00	173.00
1458058141	mic4	98.15	70.00	47.00	168.00
1458058142	mic5	85.53	74.00	53.00	172.00
1458058173	mic0	98.45	59.00	41.00	165.00
1458058174	mic1	94.24	74.00	55.00	176.00
1458058175	mic2	93.76	78.00	59.00	189.00
1458058176	mic3	97.32	66.00	43.00	172.00
1458058177	mic4	86.45	71.00	47.00	168.00
1458058177	mic5	96.67	74.00	53.00	173.00
1458058208	mic0	94.56	60.00	41.00	162.00
1458058209	mic1	63.49	74.00	55.00	171.00
1458058210	mic2	91.98	78.00	59.00	189.00
1458058211	mic3	96.11	66.00	43.00	175.00
1458058212	mic4	88.16	70.00	47.00	170.00
1458058213	mic5	90.90	74.00	53.00	165.00
1458058244	mic0	90.13	60.00	41.00	159.00
1458058245	mic1	79.81	74.00	55.00	177.00
1458058246	mic2	95.14	78.00	59.00	182.00
1458058247	mic3	92.14	66.00	43.00	173.00
1458058248	mic4	89.57	70.00	47.00	173.00
1458058249	mic5	87.00	74.00	53.00	165.00
1458058280	mic0	90.67	59.00	41.00	168.00
1458058281	mic1	83.40	74.00	55.00	174.00
1458058282	mic2	87.47	79.00	59.00	188.00
1458058282	mic3	80.84	66.00	44.00	168.00
1458058283	mic4	97.28	70.00	47.00	171.00
1458058284	mic5	81.27	74.00	53.00	166.00
1458058315	mic0	86.71	60.00	41.00	167.00
1458058316	mic1	92.14	74.00	55.00	175.00
1458058317	mic2	96.58	78.00	59.00	191.00
1458058318	mic3	96.11	67.00	44.00	175.00
1458058319	mic4	85.26	70.00	47.00	171.00
1458058320	mic5	84.43	74.00	53.00	172.00
1458058351	mic0	76.33	59.00	41.00	166.00
1458058352	mic1	97.03	74.00	55.00	172.00
1458058353	mic2	95.87	78.00	59.00	190.00
1458058354	mic3	100.00	65.00	44.00	172.00
1458058355	mic4	84.58	69.00	47.00	169.00
1458058356	mic5	90.20	73.00	53.00	166.00
1458058387	mic0	79.73	60.00	41.00	169.00
1458058388	mic1	97.69	74.00	55.00	172.00
1458058388	mic2	94.91	79.00	59.00	189.00
1458058389	mic3	85.88	65.00	44.00	173.00
1458058390	mic4	90.77	69.00	47.00	172.00
1458058391	mic5	91.19	74.00	53.00	171.00
1458058422	mic0	95.46	61.00	41.00	165.00
1458058423	mic1	97.66	74.00	55.00	175.00
1458058424	mic2	89.28	78.00	59.00	187.00
1458058425	mic3	89.46	65.00	43.00	172.00
1458058426	mic4	85.71	70.00	47.00	171.00
1458058427	mic5	91.17	74.00	53.00	175.00
1458058458	mic0	98.63	62.00	41.00	167.00
1458058459	mic1	98.01	74.00	55.00	173.00
1458058460	mic2	96.69	79.00	59.00	189.00
1458058461	mic3	91.64	65.00	43.00	174.00
1458058462	mic4	88.32	69.00	47.00	168.00
1458058463	mic5	87.77	74.00	53.00	171.00
1458058493	mic0	91.84	61.00	41.00	170.00
1458058494	mic1	98.26	74.00	55.00	175.00
1458058495	mic2	86.04	79.00	59.00	189.00
1458058496	mic3	95.57	65.00	43.00	172.00
1458058497	mic4	83.32	69.00	47.00	170.00
1458058498	mic5	87.75	74.00	53.00	171.00
1458058529	mic0	95.84	61.00	41.00	168.00
1458058530	mic1	89.63	73.00	55.00	175.00
1458058531	mic2	92.36	78.00	59.00	189.00
1458058532	mic3	89.20	66.00	43.00	169.00
1458058533	mic4	85.25	69.00	47.00	166.00
1458058534	mic5	86.08	73.00	53.00	174.00
1458058565	mic0	94.10	60.00	41.00	169.00
1458058566	mic1	90.03	73.00	55.00	168.00
1458058567	mic2	88.19	78.00	59.00	188.00
1458058568	mic3	88.21	66.00	43.00	171.00
1458058568	mic4	80.85	69.00	47.00	164.00
1458058569	mic5	95.23	74.00	53.00	170.00
1458058600	mic0	83.90	61.00	41.00	167.00
1458058601	mic1	87.96	74.00	55.00	175.00
1458058602	mic2	92.82	79.00	59.00	189.00
1458058603	mic3	92.74	67.00	43.00	175.00
1458058604	mic4	87.97	69.00	47.00	169.00
1458058605	mic5	96.25	75.00	53.00	174.00
1458058636	mic0	85.95	61.00	41.00	165.00
1458058637	mic1	95.97	73.00	55.00	178.00
1458058638	mic2	91.96	79.00	59.00	188.00
1458058639	mic3	88.90	66.00	43.00	174.00
1458058640	mic4	82.61	68.00	47.00	166.00
1458058641	mic5	83.68	73.00	53.00	163.00
1458058672	mic0	93.50	60.00	41.00	168.00
1458058673	mic1	84.71	73.00	55.00	173.00
1458058673	mic2	92.68	78.00	59.00	190.00
1458058674	mic3	86.26	65.00	43.00	169.00
1458058675	mic4	85.11	69.00	47.00	168.00
1458058676	mic5	96.02	74.00	53.00	171.00
1458058707	mic0	84.69	60.00	41.00	165.00
1458058708	mic1	75.91	72.00	55.00	172.00
1458058709	mic2	92.69	79.00	59.00	188.00
1458058710	mic3	81.88	66.00	43.00	168.00
1458058711	mic4	65.58	68.00	47.00	167.00
1458058712	mic5	90.96	74.00	53.00	171.00
1458058743	mic0	86.43	60.00	41.00	164.00
1458058744	mic1	76.82	73.00	55.00	172.00
1458058745	mic2	85.31	78.00	59.00	186.00
1458058746	mic3	88.99	65.00	43.00	172.00
1458058747	mic4	81.10	69.00	47.00	168.00
1458058748	mic5	89.76	72.00	53.00	170.00
1458058778	mic0	86.60	60.00	41.00	168.00
1458058779	mic1	75.42	74.00	55.00	173.00
1458058780	mic2	71.75	78.00	59.00	188.00
1458058781	mic3	87.33	65.00	43.00	170.00
1458058782	mic4	83.78	69.00	47.00	168.00
1458058783	mic5	86.18	73.00	53.00	170.00
1458058814	mic0	75.47	59.00	41.00	162.00
1458058815	mic1	65.31	74.00	55.00	164.00
1458058816	mic2	79.72	79.00	59.00	187.00
1458058817	mic3	77.21	65.00	43.00	168.00
1458058818	mic4	65.78	67.00	46.00	162.00
1458058819	mic5	83.56	74.00	53.00	172.00
1458058850	mic0	33.69	58.00	41.00	151.00
1458058851	mic1	16.22	71.00	55.00	144.00
1458058852	mic2	45.26	77.00	59.00	174.00
1458058853	mic3	54.16	65.00	43.00	163.00
1458058854	mic4	27.66	67.00	46.00	138.00
1458058855	mic5	62.46	72.00	53.00	163.00
1458058886	mic0	26.19	57.00	41.00	141.00
1458058887	mic1	0.00	64.00	53.00	106.00
1458058888	mic2	0.00	72.00	58.00	131.00
1458058888	mic3	33.27	62.00	43.00	145.00
1458058889	mic4	17.49	64.00	46.00	136.00
1458058890	mic5	19.93	71.00	52.00	140.00
1458058921	mic0	26.26	57.00	41.00	137.00
1458058922	mic1	0.00	65.00	52.00	110.00
1458058923	mic2	0.00	69.00	56.00	129.00
1458058924	mic3	34.54	64.00	43.00	150.00
1458058925	mic4	16.80	63.00	45.00	137.00
1458058926	mic5	34.56	70.00	52.00	150.00
1458058957	mic0	17.28	56.00	41.00	124.00
1458058958	mic1	0.00	64.00	52.00	112.00
1458058959	mic2	0.00	69.00	56.00	128.00
1458058960	mic3	17.28	64.00	44.00	138.00
1458058961	mic4	17.30	63.00	44.00	134.00
1458058962	mic5	34.96	69.00	51.00	154.00
1458058993	mic0	12.07	55.00	41.00	136.00
1458058993	mic1	0.00	64.00	51.00	112.00
1458058994	mic2	0.00	69.00	56.00	127.00
1458058995	mic3	10.41	60.00	44.00	141.00
1458058996	mic4	17.40	63.00	44.00	138.00
1458058997	mic5	34.82	70.00	51.00	150.00
1458059028	mic0	17.45	56.00	41.00	131.00
1458059029	mic1	0.00	64.00	51.00	111.00
1458059030	mic2	0.00	68.00	55.00	128.00
1458059031	mic3	17.48	62.00	43.00	141.00
1458059032	mic4	6.29	62.00	44.00	115.00
1458059033	mic5	17.46	68.00	51.00	142.00
1458059064	mic0	16.87	56.00	41.00	135.00
1458059065	mic1	0.00	64.00	51.00	111.00
1458059066	mic2	0.00	68.00	55.00	127.00
1458059067	mic3	0.00	57.00	43.00	111.00
1458059068	mic4	17.45	64.00	44.00	135.00
1458059069	mic5	17.46	67.00	51.00	139.00
1458059099	mic0	17.28	56.00	41.00	137.00
1458059100	mic1	0.00	63.00	51.00	112.00
1458059101	mic2	0.00	67.00	55.00	127.00
1458059102	mic3	0.00	55.00	42.00	109.00
1458059103	mic4	17.43	64.00	45.00	138.00
1458059104	mic5	0.00	66.00	50.00	108.00
1458059135	mic0	17.46	56.00	41.00	135.00
1458059136	mic1	0.00	62.00	51.00	111.00
1458059137	mic2	0.00	69.00	55.00	129.00
1458059138	mic3	0.00	54.00	41.00	109.00
1458059139	mic4	15.89	65.00	45.00	138.00
1458059140	mic5	0.00	63.00	49.00	107.00
1458059171	mic0	17.46	55.00	41.00	137.00
1458059172	mic1	0.00	63.00	51.00	111.00
1458059173	mic2	0.00	68.00	55.00	127.00
1458059174	mic3	0.00	55.00	41.00	110.00
1458059175	mic4	17.39	65.00	46.00	133.00
1458059176	mic5	0.00	64.00	49.00	108.00
1458059206	mic0	0.00	53.00	41.00	104.00
1458059207	mic1	0.00	63.00	50.00	111.00
1458059208	mic2	0.00	68.00	54.00	128.00
1458059209	mic3	0.00	54.00	41.00	109.00
1458059210	mic4	0.00	62.00	46.00	110.00
1458059211	mic5	0.00	63.00	49.00	107.00
1458059242	mic0	0.63	54.00	40.00	132.00
1458059243	mic1	6.32	66.00	51.00	145.00
1458059244	mic2	1.15	70.00	55.00	138.00
1458059245	mic3	1.25	55.00	41.00	120.00
1458059246	mic4	18.09	64.00	46.00	144.00
1458059247	mic5	14.93	65.00	49.00	135.00
1458059278	mic0	0.00	52.00	40.00	105.00
1458059279	mic1	0.53	65.00	52.00	117.00
1458059280	mic2	46.78	72.00	56.00	190.00
1458059281	mic3	82.03	59.00	42.00	150.00
1458059282	mic4	52.88	64.00	46.00	119.00
1458059283	mic5	0.00	67.00	50.00	109.00
1458059313	mic0	34.91	52.00	40.00	111.00
1458059314	mic1	0.00	66.00	52.00	112.00
1458059315	mic2	11.78	72.00	56.00	180.00
1458059316	mic3	35.56	57.00	42.00	122.00
1458059317	mic4	13.66	64.00	46.00	114.00
1458059318	mic5	10.21	68.00	51.00	118.00
1458059349	mic0	84.01	58.00	40.00	170.00
1458059350	mic1	91.90	72.00	52.00	179.00
1458059351	mic2	80.97	76.00	56.00	180.00
1458059352	mic3	98.51	61.00	42.00	168.00
1458059353	mic4	94.75	68.00	46.00	171.00
1458059354	mic5	98.52	71.00	51.00	168.00
1458059385	mic0	86.20	62.00	40.00	167.00
1458059386	mic1	93.25	74.00	53.00	178.00
1458059387	mic2	98.44	78.00	57.00	187.00
1458059388	mic3	97.11	65.00	42.00	165.00
1458059388	mic4	95.29	71.00	47.00	168.00
1458059389	mic5	89.80	74.00	52.00	172.00
1458059420	mic0	86.90	61.00	41.00	174.00
1458059421	mic1	89.27	74.00	54.00	175.00
1458059422	mic2	95.55	78.00	58.00	185.00
1458059423	mic3	98.39	65.00	43.00	172.00
1458059424	mic4	89.87	68.00	47.00	163.00
1458059425	mic5	96.57	74.00	53.00	172.00
1458059456	mic0	86.81	60.00	41.00	169.00
1458059457	mic1	93.23	74.00	55.00	178.00
1458059458	mic2	94.31	78.00	59.00	191.00
1458059459	mic3	98.73	66.00	43.00	170.00
1458059460	mic4	93.07	68.00	47.00	171.00
1458059461	mic5	78.48	74.00	53.00	173.00
1458059492	mic0	94.74	61.00	41.00	171.00
1458059493	mic1	87.33	74.00	55.00	178.00
1458059494	mic2	93.36	78.00	59.00	192.00
1458059495	mic3	97.92	66.00	43.00	174.00
1458059496	mic4	84.15	69.00	47.00	167.00
1458059496	mic5	89.39	73.00	53.00	174.00
1458059527	mic0	96.25	61.00	41.00	162.00
1458059528	mic1	95.47	75.00	55.00	179.00
1458059529	mic2	93.27	79.00	59.00	188.00
1458059530	mic3	83.39	65.00	43.00	173.00
1458059531	mic4	81.70	68.00	47.00	158.00
1458059532	mic5	95.71	73.00	53.00	176.00
1458059563	mic0	97.14	61.00	41.00	171.00
1458059564	mic1	92.71	74.00	55.00	176.00
1458059565	mic2	88.46	78.00	59.00	189.00
1458059566	mic3	87.45	66.00	43.00	167.00
1458059567	mic4	60.65	68.00	46.00	155.00
1458059568	mic5	97.99	74.00	53.00	175.00
1458059599	mic0	94.88	61.00	41.00	170.00
1458059600	mic1	96.28	74.00	55.00	175.00
1458059601	mic2	90.37	79.00	59.00	190.00
1458059602	mic3	84.93	64.00	43.00	167.00
1458059602	mic4	70.34	69.00	46.00	165.00
1458059603	mic5	98.05	73.00	53.00	170.00
1458059634	mic0	93.65	61.00	41.00	168.00
1458059635	mic1	91.76	73.00	55.00	179.00
1458059636	mic2	99.01	78.00	59.00	195.00
1458059637	mic3	98.75	66.00	43.00	174.00
1458059638	mic4	64.96	68.00	47.00	161.00
1458059639	mic5	91.79	74.00	53.00	171.00
1458059670	mic0	94.93	61.00	41.00	169.00
1458059671	mic1	88.11	73.00	55.00	175.00
1458059672	mic2	95.94	78.00	59.00	193.00
1458059673	mic3	93.57	65.00	43.00	169.00
1458059674	mic4	82.18	70.00	47.00	163.00
1458059675	mic5	87.00	73.00	53.00	177.00
1458059706	mic0	99.31	62.00	41.00	166.00
1458059707	mic1	72.72	73.00	55.00	172.00
1458059707	mic2	88.71	79.00	59.00	192.00
1458059708	mic3	90.01	65.00	43.00	170.00
1458059709	mic4	80.16	70.00	47.00	171.00
1458059710	mic5	75.43	74.00	53.00	165.00
1458059741	mic0	98.51	62.00	41.00	166.00
1458059742	mic1	83.45	74.00	55.00	170.00
1458059743	mic2	97.29	78.00	59.00	190.00
1458059744	mic3	92.75	65.00	43.00	178.00
1458059745	mic4	87.38	70.00	47.00	170.00
1458059746	mic5	98.68	74.00	53.00	175.00
1458059777	mic0	95.45	60.00	41.00	166.00
1458059778	mic1	93.22	74.00	55.00	181.00
1458059779	mic2	95.95	78.00	59.00	192.00
1458059780	mic3	95.98	65.00	43.00	176.00
1458059781	mic4	85.00	69.00	47.00	165.00
1458059782	mic5	81.05	73.00	53.00	172.00
1458059812	mic0	97.52	62.00	41.00	172.00
1458059813	mic1	78.40	74.00	55.00	173.00
1458059814	mic2	99.49	79.00	59.00	192.00
1458059815	mic3	99.65	66.00	43.00	175.00
1458059816	mic4	87.19	70.00	47.00	165.00
1458059817	mic5	98.95	74.00	53.00	176.00
1458059848	mic0	98.19	62.00	41.00	171.00
1458059849	mic1	92.50	74.00	55.00	177.00
1458059850	mic2	97.67	80.00	60.00	192.00
1458059851	mic3	93.84	66.00	44.00	173.00
1458059852	mic4	85.79	69.00	47.00	167.00
1458059853	mic5	97.91	74.00	53.00	175.00
1458059884	mic0	87.93	61.00	41.00	169.00
1458059885	mic1	89.75	73.00	55.00	175.00
1458059886	mic2	98.85	79.00	60.00	192.00
1458059887	mic3	90.55	66.00	44.00	177.00
1458059888	mic4	86.08	69.00	47.00	163.00
1458059888	mic5	82.93	74.00	53.00	175.00
1458059919	mic0	95.62	60.00	41.00	170.00
1458059920	mic1	83.10	74.00	55.00	180.00
1458059921	mic2	97.34	79.00	60.00	192.00
1458059922	mic3	89.65	66.00	43.00	175.00
1458059923	mic4	75.85	69.00	47.00	170.00
1458059924	mic5	97.98	75.00	53.00	176.00
1458059955	mic0	95.77	61.00	41.00	170.00
1458059956	mic1	93.34	74.00	55.00	178.00
1458059957	mic2	85.73	79.00	60.00	188.00
1458059958	mic3	99.60	66.00	43.00	175.00
1458059959	mic4	87.11	70.00	47.00	167.00
1458059960	mic5	97.76	74.00	53.00	175.00
1458059991	mic0	95.85	61.00	41.00	168.00
1458059992	mic1	90.99	74.00	55.00	174.00
1458059993	mic2	91.20	79.00	60.00	189.00
1458059994	mic3	88.46	66.00	44.00	171.00
1458059994	mic4	87.26	70.00	47.00	172.00
1458059995	mic5	93.48	74.00	53.00	176.00
1458060026	mic0	83.93	61.00	41.00	171.00
1458060027	mic1	94.10	74.00	55.00	185.00
1458060028	mic2	98.18	79.00	60.00	188.00
1458060029	mic3	98.57	66.00	44.00	176.00
1458060030	mic4	87.05	69.00	47.00	171.00
1458060031	mic5	96.28	74.00	53.00	173.00
1458060062	mic0	96.32	61.00	41.00	170.00
1458060063	mic1	80.21	74.00	55.00	179.00
1458060064	mic2	84.80	79.00	60.00	188.00
1458060065	mic3	98.16	65.00	44.00	171.00
1458060066	mic4	87.27	70.00	47.00	170.00
1458060067	mic5	86.95	74.00	54.00	178.00
1458060098	mic0	98.62	61.00	41.00	171.00
1458060099	mic1	89.33	74.00	55.00	177.00
1458060099	mic2	95.72	79.00	60.00	191.00
1458060100	mic3	91.63	66.00	43.00	174.00
1458060101	mic4	82.97	71.00	47.00	172.00
1458060102	mic5	98.93	75.00	54.00	176.00
1458060133	mic0	98.33	62.00	41.00	167.00
1458060134	mic1	90.64	75.00	55.00	179.00
1458060135	mic2	98.40	79.00	60.00	196.00
1458060136	mic3	98.33	66.00	43.00	173.00
1458060137	mic4	86.91	70.00	47.00	172.00
1458060138	mic5	86.08	75.00	54.00	175.00
1458060169	mic0	99.15	61.00	41.00	170.00
1458060170	mic1	99.01	74.00	55.00	177.00
1458060171	mic2	86.49	79.00	60.00	194.00
1458060172	mic3	96.44	66.00	43.00	175.00
1458060173	mic4	85.74	68.00	47.00	169.00
1458060174	mic5	99.51	73.00	54.00	176.00
1458060204	mic0	90.99	61.00	41.00	170.00
1458060205	mic1	97.30	74.00	55.00	177.00
1458060206	mic2	98.59	79.00	60.00	193.00
1458060207	mic3	95.59	64.00	43.00	174.00
1458060208	mic4	84.43	69.00	47.00	160.00
1458060209	mic5	98.58	73.00	54.00	174.00
1458060240	mic0	93.18	62.00	41.00	166.00
1458060241	mic1	96.86	73.00	55.00	167.00
1458060242	mic2	78.99	79.00	60.00	184.00
1458060243	mic3	95.76	66.00	44.00	169.00
1458060244	mic4	85.83	70.00	47.00	163.00
1458060245	mic5	93.53	73.00	53.00	167.00
1458060276	mic0	90.39	61.00	41.00	167.00
1458060277	mic1	84.48	73.00	55.00	173.00
1458060278	mic2	95.11	78.00	60.00	192.00
1458060279	mic3	97.68	66.00	44.00	167.00
1458060279	mic4	77.97	70.00	47.00	170.00
1458060280	mic5	99.20	73.00	53.00	172.00
1458060311	mic0	96.10	60.00	41.00	169.00
1458060312	mic1	98.09	74.00	55.00	173.00
1458060313	mic2	98.99	79.00	60.00	191.00
1458060314	mic3	86.86	65.00	44.00	170.00
1458060315	mic4	85.82	69.00	47.00	172.00
1458060316	mic5	93.40	74.00	53.00	169.00
1458060347	mic0	98.14	61.00	41.00	163.00
1458060348	mic1	99.33	74.00	55.00	171.00
1458060349	mic2	89.54	80.00	60.00	189.00
1458060350	mic3	99.30	66.00	44.00	173.00
1458060351	mic4	84.62	70.00	47.00	170.00
1458060352	mic5	87.88	73.00	53.00	171.00
1458060383	mic0	96.12	62.00	41.00	169.00
1458060384	mic1	97.69	74.00	55.00	176.00
1458060385	mic2	98.13	79.00	60.00	196.00
1458060385	mic3	91.75	65.00	44.00	173.00
1458060386	mic4	81.41	70.00	47.00	168.00
1458060387	mic5	94.30	74.00	53.00	173.00
1458060418	mic0	92.48	60.00	41.00	167.00
1458060419	mic1	97.85	73.00	55.00	179.00
1458060420	mic2	95.87	79.00	60.00	190.00
1458060421	mic3	98.66	66.00	44.00	175.00
1458060422	mic4	86.76	70.00	47.00	171.00
1458060423	mic5	80.76	74.00	53.00	172.00
1458060454	mic0	94.56	61.00	41.00	166.00
1458060455	mic1	96.16	74.00	55.00	177.00
1458060456	mic2	98.85	79.00	60.00	194.00
1458060457	mic3	93.01	65.00	44.00	168.00
1458060458	mic4	86.74	70.00	47.00	169.00
1458060459	mic5	98.25	74.00	53.00	171.00
1458060490	mic0	90.30	61.00	41.00	169.00
