logtime	mic	cpu_user	cpuT	memT	totW
1458051227	mic5	13.63	69.00	51.00	155.00
1458051257	mic0	99.73	53.00	39.00	165.00
1458051258	mic1	99.79	67.00	53.00	170.00
1458051259	mic2	14.90	74.00	58.00	158.00
1458051260	mic3	99.63	57.00	42.00	173.00
1458051261	mic4	0.00	63.00	46.00	108.00
1458051262	mic5	0.61	67.00	51.00	128.00
1458051293	mic0	3.49	51.00	40.00	154.00
1458051294	mic1	13.95	66.00	52.00	165.00
1458051295	mic2	0.00	72.00	58.00	132.00
1458051296	mic3	0.32	57.00	43.00	116.00
1458051297	mic4	0.00	64.00	46.00	111.00
1458051298	mic5	1.86	67.00	51.00	126.00
1458051329	mic0	14.74	51.00	40.00	159.00
1458051330	mic1	48.61	67.00	52.00	172.00
1458051331	mic2	0.00	72.00	58.00	131.00
1458051332	mic3	0.33	57.00	42.00	116.00
1458051333	mic4	0.00	64.00	46.00	113.00
1458051334	mic5	0.03	68.00	51.00	125.00
1458051365	mic0	0.39	51.00	40.00	110.00
1458051365	mic1	99.67	68.00	53.00	170.00
1458051366	mic2	0.00	72.00	58.00	131.00
1458051367	mic3	0.31	58.00	42.00	116.00
1458051368	mic4	0.00	63.00	46.00	108.00
1458051369	mic5	36.79	68.00	51.00	138.00
1458051400	mic0	0.37	50.00	40.00	111.00
1458051401	mic1	22.92	66.00	53.00	160.00
1458051402	mic2	0.00	72.00	58.00	133.00
1458051403	mic3	0.30	57.00	42.00	117.00
1458051404	mic4	12.56	63.00	46.00	113.00
1458051405	mic5	29.34	68.00	52.00	126.00
1458051436	mic0	20.50	51.00	40.00	149.00
1458051437	mic1	0.39	65.00	53.00	117.00
1458051438	mic2	81.45	75.00	58.00	216.00
1458051439	mic3	0.35	57.00	42.00	116.00
1458051440	mic4	99.73	65.00	46.00	169.00
1458051441	mic5	46.57	67.00	51.00	112.00
1458051471	mic0	0.35	49.00	40.00	111.00
1458051472	mic1	0.00	66.00	53.00	113.00
1458051473	mic2	99.81	75.00	58.00	186.00
1458051474	mic3	25.86	57.00	42.00	117.00
1458051475	mic4	0.36	63.00	46.00	114.00
1458051476	mic5	0.34	68.00	52.00	114.00
1458051507	mic0	0.32	50.00	40.00	111.00
1458051508	mic1	13.98	68.00	53.00	116.00
1458051509	mic2	99.89	74.00	58.00	185.00
1458051510	mic3	30.98	58.00	42.00	146.00
1458051511	mic4	0.38	62.00	46.00	114.00
1458051512	mic5	0.31	68.00	52.00	114.00
1458051543	mic0	0.38	49.00	40.00	111.00
1458051544	mic1	99.98	71.00	53.00	200.00
1458051545	mic2	99.79	73.00	58.00	187.00
1458051546	mic3	0.13	57.00	42.00	115.00
1458051546	mic4	0.32	63.00	46.00	114.00
1458051547	mic5	38.06	68.00	52.00	115.00
1458051578	mic0	40.63	52.00	40.00	111.00
1458051579	mic1	59.00	68.00	53.00	144.00
1458051580	mic2	99.79	73.00	58.00	184.00
1458051581	mic3	0.15	59.00	43.00	115.00
1458051582	mic4	47.59	65.00	46.00	149.00
1458051583	mic5	0.05	68.00	52.00	109.00
1458051614	mic0	32.74	52.00	40.00	108.00
1458051615	mic1	99.84	68.00	53.00	170.00
1458051616	mic2	20.16	71.00	57.00	169.00
1458051617	mic3	0.00	57.00	42.00	110.00
1458051618	mic4	0.32	61.00	46.00	114.00
1458051619	mic5	0.00	68.00	52.00	110.00
1458051650	mic0	97.28	54.00	40.00	166.00
1458051651	mic1	100.00	68.00	53.00	170.00
1458051652	mic2	99.99	78.00	58.00	220.00
1458051652	mic3	32.96	57.00	42.00	113.00
1458051653	mic4	36.64	61.00	46.00	114.00
1458051654	mic5	99.30	71.00	52.00	151.00
1458051685	mic0	99.89	54.00	40.00	162.00
1458051686	mic1	99.84	68.00	53.00	170.00
1458051687	mic2	28.75	72.00	58.00	134.00
1458051688	mic3	39.42	59.00	42.00	152.00
1458051689	mic4	54.14	64.00	46.00	147.00
1458051690	mic5	99.15	71.00	52.00	192.00
1458051721	mic0	99.82	53.00	40.00	162.00
1458051722	mic1	99.85	67.00	52.00	170.00
1458051723	mic2	41.45	74.00	58.00	170.00
1458051724	mic3	58.69	59.00	42.00	149.00
1458051725	mic4	46.74	64.00	46.00	145.00
1458051726	mic5	48.54	70.00	52.00	192.00
1458051757	mic0	99.84	54.00	40.00	165.00
1458051758	mic1	99.85	67.00	52.00	170.00
1458051758	mic2	63.34	73.00	58.00	166.00
1458051759	mic3	97.61	59.00	42.00	169.00
1458051760	mic4	35.65	63.00	46.00	124.00
1458051761	mic5	55.00	70.00	52.00	147.00
1458051792	mic0	0.24	49.00	39.00	119.00
1458051793	mic1	11.15	65.00	52.00	121.00
1458051794	mic2	77.79	73.00	57.00	164.00
1458051795	mic3	55.72	57.00	42.00	116.00
1458051796	mic4	0.29	62.00	46.00	114.00
1458051797	mic5	100.00	69.00	52.00	167.00
1458051828	mic0	0.22	53.00	40.00	111.00
1458051829	mic1	11.71	66.00	53.00	118.00
1458051830	mic2	71.70	73.00	57.00	165.00
1458051831	mic3	51.02	58.00	42.00	118.00
1458051832	mic4	0.34	62.00	46.00	114.00
1458051833	mic5	99.83	70.00	52.00	167.00
1458051863	mic0	3.29	51.00	40.00	118.00
1458051864	mic1	0.29	66.00	53.00	117.00
1458051865	mic2	53.38	72.00	57.00	153.00
1458051866	mic3	42.89	57.00	42.00	115.00
1458051867	mic4	0.28	62.00	45.00	114.00
1458051868	mic5	99.91	69.00	52.00	168.00
1458051899	mic0	1.47	51.00	40.00	120.00
1458051900	mic1	0.33	65.00	53.00	118.00
1458051901	mic2	55.89	74.00	57.00	166.00
1458051902	mic3	99.60	61.00	42.00	195.00
1458051903	mic4	0.35	61.00	45.00	114.00
1458051904	mic5	99.87	69.00	51.00	167.00
1458051935	mic0	0.11	51.00	40.00	107.00
1458051936	mic1	3.52	66.00	53.00	118.00
1458051937	mic2	46.20	73.00	58.00	136.00
1458051938	mic3	49.34	60.00	42.00	192.00
1458051939	mic4	0.34	62.00	45.00	113.00
1458051939	mic5	98.86	69.00	51.00	167.00
1458051970	mic0	81.73	54.00	40.00	124.00
1458051971	mic1	0.32	67.00	53.00	118.00
1458051972	mic2	99.71	73.00	57.00	184.00
1458051973	mic3	99.79	58.00	42.00	169.00
1458051974	mic4	0.38	61.00	45.00	115.00
1458051975	mic5	99.99	69.00	51.00	165.00
1458052006	mic0	29.43	51.00	40.00	107.00
1458052007	mic1	0.94	66.00	53.00	118.00
1458052008	mic2	100.00	72.00	57.00	185.00
1458052009	mic3	3.61	56.00	42.00	117.00
1458052010	mic4	0.31	63.00	46.00	114.00
1458052011	mic5	99.80	69.00	51.00	165.00
1458052042	mic0	99.70	55.00	40.00	165.00
1458052043	mic1	0.00	68.00	53.00	117.00
1458052044	mic2	0.07	71.00	57.00	146.00
1458052045	mic3	0.36	56.00	42.00	116.00
1458052045	mic4	65.06	65.00	46.00	147.00
1458052046	mic5	99.71	69.00	51.00	168.00
1458052077	mic0	99.72	53.00	40.00	164.00
1458052078	mic1	99.99	71.00	53.00	199.00
1458052079	mic2	0.35	70.00	57.00	134.00
1458052080	mic3	0.33	56.00	42.00	116.00
1458052081	mic4	1.76	63.00	46.00	125.00
1458052082	mic5	99.74	68.00	51.00	167.00
1458052113	mic0	98.66	53.00	40.00	163.00
1458052114	mic1	82.96	69.00	53.00	115.00
1458052115	mic2	0.37	71.00	57.00	137.00
1458052116	mic3	0.14	57.00	42.00	116.00
1458052117	mic4	0.00	64.00	46.00	109.00
1458052118	mic5	99.87	68.00	51.00	166.00
1458052149	mic0	99.78	54.00	39.00	164.00
1458052150	mic1	99.68	68.00	53.00	175.00
1458052151	mic2	64.14	75.00	58.00	137.00
1458052152	mic3	99.61	59.00	42.00	174.00
1458052152	mic4	0.07	63.00	46.00	112.00
1458052153	mic5	98.65	69.00	51.00	168.00
1458052184	mic0	0.47	51.00	39.00	124.00
1458052185	mic1	0.36	66.00	53.00	118.00
1458052186	mic2	99.61	76.00	58.00	208.00
1458052187	mic3	0.00	60.00	43.00	112.00
1458052188	mic4	0.00	64.00	46.00	110.00
1458052189	mic5	99.76	68.00	51.00	169.00
1458052220	mic0	0.03	52.00	40.00	123.00
1458052221	mic1	0.38	66.00	53.00	118.00
1458052222	mic2	38.25	72.00	58.00	133.00
1458052223	mic3	100.00	64.00	43.00	194.00
1458052224	mic4	6.43	63.00	46.00	112.00
1458052225	mic5	98.81	68.00	51.00	169.00
1458052256	mic0	3.84	51.00	40.00	111.00
1458052257	mic1	0.36	66.00	53.00	118.00
1458052258	mic2	99.08	73.00	58.00	188.00
1458052258	mic3	61.55	62.00	43.00	195.00
1458052259	mic4	99.93	68.00	46.00	192.00
1458052260	mic5	0.05	67.00	51.00	126.00
1458052291	mic0	0.38	50.00	40.00	112.00
1458052292	mic1	0.34	66.00	53.00	117.00
1458052293	mic2	99.71	73.00	58.00	186.00
1458052294	mic3	100.00	63.00	42.00	188.00
1458052295	mic4	34.23	66.00	46.00	194.00
1458052296	mic5	0.07	67.00	51.00	138.00
1458052327	mic0	100.00	58.00	40.00	197.00
1458052328	mic1	40.46	69.00	53.00	153.00
1458052329	mic2	100.00	72.00	58.00	186.00
1458052330	mic3	81.56	61.00	42.00	191.00
1458052331	mic4	49.05	64.00	46.00	150.00
1458052332	mic5	0.03	66.00	51.00	124.00
1458052363	mic0	99.59	54.00	40.00	164.00
1458052364	mic1	43.33	67.00	54.00	115.00
1458052365	mic2	99.72	72.00	57.00	184.00
1458052366	mic3	41.43	58.00	42.00	117.00
1458052367	mic4	53.71	65.00	46.00	145.00
1458052367	mic5	0.21	67.00	51.00	122.00
1458052398	mic0	99.74	54.00	40.00	162.00
1458052399	mic1	0.34	66.00	53.00	118.00
1458052400	mic2	99.57	72.00	57.00	186.00
1458052401	mic3	70.82	59.00	42.00	137.00
1458052402	mic4	99.81	64.00	46.00	166.00
1458052403	mic5	0.37	67.00	51.00	114.00
1458052434	mic0	99.71	52.00	40.00	162.00
1458052435	mic1	0.37	66.00	53.00	117.00
1458052436	mic2	0.85	71.00	57.00	149.00
1458052437	mic3	99.76	59.00	42.00	169.00
1458052438	mic4	99.83	64.00	46.00	167.00
1458052439	mic5	0.36	68.00	51.00	114.00
1458052470	mic0	99.38	52.00	40.00	164.00
1458052471	mic1	0.00	66.00	53.00	113.00
1458052472	mic2	99.71	72.00	57.00	186.00
1458052473	mic3	100.00	59.00	42.00	166.00
1458052473	mic4	99.70	64.00	45.00	169.00
1458052474	mic5	99.77	70.00	52.00	176.00
1458052505	mic0	99.76	52.00	40.00	164.00
1458052506	mic1	0.00	66.00	53.00	113.00
1458052507	mic2	98.64	72.00	57.00	185.00
1458052508	mic3	61.15	58.00	42.00	127.00
1458052509	mic4	0.36	63.00	46.00	114.00
1458052510	mic5	0.35	68.00	52.00	116.00
1458052541	mic0	17.70	52.00	40.00	131.00
1458052542	mic1	100.00	71.00	53.00	201.00
1458052543	mic2	82.37	72.00	57.00	185.00
1458052544	mic3	99.71	59.00	42.00	169.00
1458052545	mic4	0.30	62.00	46.00	114.00
1458052546	mic5	0.37	68.00	52.00	115.00
1458052577	mic0	0.08	53.00	40.00	119.00
1458052578	mic1	3.23	67.00	53.00	114.00
1458052579	mic2	3.57	71.00	57.00	154.00
1458052579	mic3	99.70	59.00	42.00	169.00
1458052580	mic4	57.17	65.00	46.00	149.00
1458052581	mic5	67.21	68.00	52.00	150.00
1458052612	mic0	99.81	53.00	40.00	164.00
1458052613	mic1	99.70	68.00	53.00	178.00
1458052614	mic2	0.08	71.00	57.00	149.00
1458052615	mic3	99.66	58.00	42.00	173.00
1458052616	mic4	0.30	62.00	45.00	114.00
1458052617	mic5	99.86	71.00	52.00	203.00
1458052648	mic0	99.76	53.00	40.00	164.00
1458052649	mic1	100.00	73.00	54.00	206.00
1458052650	mic2	0.03	71.00	57.00	145.00
1458052651	mic3	60.77	60.00	43.00	155.00
1458052652	mic4	0.34	61.00	45.00	115.00
1458052653	mic5	98.83	71.00	52.00	192.00
1458052684	mic0	99.80	53.00	40.00	164.00
1458052685	mic1	33.22	67.00	54.00	115.00
1458052685	mic2	1.20	70.00	57.00	151.00
1458052686	mic3	69.14	59.00	43.00	153.00
1458052687	mic4	0.32	62.00	46.00	115.00
1458052688	mic5	99.63	71.00	52.00	191.00
1458052719	mic0	99.88	53.00	40.00	162.00
1458052720	mic1	47.92	68.00	54.00	115.00
1458052721	mic2	0.06	72.00	57.00	146.00
1458052722	mic3	28.07	57.00	42.00	126.00
1458052723	mic4	0.33	62.00	46.00	114.00
1458052724	mic5	98.54	71.00	52.00	193.00
1458052755	mic0	94.42	54.00	40.00	159.00
1458052756	mic1	99.52	67.00	53.00	177.00
1458052757	mic2	100.00	73.00	57.00	186.00
1458052758	mic3	99.90	63.00	43.00	202.00
1458052759	mic4	0.30	63.00	46.00	121.00
1458052760	mic5	99.18	68.00	52.00	171.00
1458052791	mic0	100.00	58.00	40.00	191.00
1458052791	mic1	0.00	68.00	54.00	113.00
1458052792	mic2	100.00	72.00	57.00	185.00
1458052793	mic3	99.36	61.00	43.00	171.00
1458052794	mic4	0.33	62.00	45.00	121.00
1458052795	mic5	0.22	68.00	52.00	138.00
1458052826	mic0	96.94	56.00	40.00	147.00
1458052827	mic1	0.06	67.00	54.00	112.00
1458052828	mic2	99.82	73.00	57.00	187.00
1458052829	mic3	99.13	61.00	42.00	152.00
1458052830	mic4	23.31	63.00	45.00	121.00
1458052831	mic5	0.08	67.00	52.00	127.00
1458052862	mic0	1.39	51.00	40.00	121.00
1458052863	mic1	0.10	67.00	53.00	117.00
1458052864	mic2	99.79	72.00	57.00	183.00
1458052865	mic3	0.00	57.00	42.00	110.00
1458052866	mic4	0.38	61.00	45.00	114.00
1458052867	mic5	0.37	67.00	51.00	112.00
1458052897	mic0	82.62	55.00	40.00	149.00
1458052898	mic1	0.35	66.00	53.00	117.00
1458052900	mic2	99.80	73.00	57.00	185.00
1458052900	mic3	0.00	57.00	42.00	110.00
1458052901	mic4	0.31	62.00	46.00	114.00
1458052902	mic5	99.98	71.00	52.00	202.00
1458052933	mic0	99.80	54.00	40.00	164.00
1458052934	mic1	0.37	66.00	53.00	117.00
1458052935	mic2	100.00	72.00	57.00	186.00
1458052936	mic3	0.00	56.00	42.00	112.00
1458052937	mic4	0.37	62.00	45.00	114.00
1458052938	mic5	99.70	69.00	52.00	168.00
1458052969	mic0	99.77	54.00	40.00	164.00
1458052970	mic1	0.37	66.00	53.00	119.00
1458052971	mic2	99.73	72.00	57.00	186.00
1458052972	mic3	0.00	57.00	42.00	111.00
1458052973	mic4	0.33	63.00	45.00	114.00
1458052974	mic5	98.80	69.00	52.00	167.00
1458053005	mic0	99.66	53.00	40.00	162.00
1458053006	mic1	0.37	66.00	53.00	118.00
1458053006	mic2	99.73	72.00	57.00	187.00
1458053007	mic3	99.38	62.00	42.00	200.00
1458053008	mic4	0.06	61.00	45.00	125.00
1458053009	mic5	100.00	67.00	51.00	170.00
1458053040	mic0	99.67	53.00	40.00	165.00
1458053041	mic1	0.37	66.00	53.00	118.00
1458053042	mic2	0.39	73.00	58.00	137.00
1458053043	mic3	38.79	58.00	42.00	117.00
1458053044	mic4	0.10	62.00	45.00	122.00
1458053045	mic5	24.43	69.00	52.00	117.00
1458053076	mic0	99.74	53.00	40.00	163.00
1458053077	mic1	0.34	65.00	53.00	117.00
1458053078	mic2	0.34	72.00	57.00	135.00
1458053079	mic3	51.62	58.00	42.00	126.00
1458053080	mic4	0.16	61.00	45.00	126.00
1458053081	mic5	21.40	69.00	52.00	147.00
1458053112	mic0	48.66	54.00	40.00	152.00
1458053112	mic1	0.34	65.00	52.00	116.00
1458053113	mic2	0.37	72.00	57.00	134.00
1458053114	mic3	99.77	59.00	42.00	170.00
1458053115	mic4	0.05	62.00	45.00	128.00
1458053116	mic5	56.36	68.00	52.00	150.00
1458053147	mic0	99.96	57.00	40.00	190.00
1458053148	mic1	100.00	72.00	53.00	210.00
1458053149	mic2	99.87	75.00	57.00	217.00
1458053150	mic3	99.67	59.00	42.00	169.00
1458053151	mic4	98.69	64.00	45.00	166.00
1458053152	mic5	63.88	68.00	52.00	115.00
1458053183	mic0	98.57	55.00	40.00	146.00
1458053184	mic1	40.96	67.00	53.00	119.00
1458053185	mic2	99.78	73.00	58.00	183.00
1458053186	mic3	99.66	60.00	42.00	169.00
1458053187	mic4	99.83	65.00	45.00	167.00
1458053188	mic5	67.27	69.00	52.00	150.00
1458053218	mic0	0.07	51.00	40.00	110.00
1458053219	mic1	36.58	67.00	53.00	164.00
1458053220	mic2	99.78	72.00	57.00	188.00
1458053221	mic3	99.93	59.00	42.00	169.00
1458053222	mic4	0.38	62.00	45.00	113.00
1458053223	mic5	0.33	67.00	52.00	115.00
1458053254	mic0	99.46	54.00	40.00	169.00
1458053255	mic1	31.62	65.00	53.00	114.00
1458053256	mic2	99.67	73.00	57.00	186.00
1458053257	mic3	60.88	59.00	42.00	128.00
1458053258	mic4	99.98	69.00	46.00	200.00
1458053259	mic5	0.38	66.00	52.00	115.00
1458053290	mic0	99.76	54.00	40.00	163.00
1458053291	mic1	30.49	67.00	53.00	114.00
1458053292	mic2	43.98	71.00	57.00	185.00
1458053293	mic3	75.45	59.00	42.00	148.00
1458053294	mic4	100.00	66.00	46.00	166.00
1458053295	mic5	0.36	67.00	52.00	113.00
1458053325	mic0	99.70	53.00	40.00	164.00
1458053326	mic1	0.01	66.00	53.00	117.00
1458053327	mic2	0.37	71.00	57.00	135.00
1458053328	mic3	39.41	57.00	42.00	116.00
1458053329	mic4	99.90	65.00	46.00	166.00
1458053330	mic5	0.39	67.00	51.00	114.00
1458053361	mic0	0.39	50.00	40.00	123.00
1458053362	mic1	40.11	67.00	53.00	118.00
1458053363	mic2	100.00	76.00	58.00	218.00
1458053364	mic3	48.45	61.00	42.00	191.00
1458053365	mic4	52.94	65.00	46.00	160.00
1458053366	mic5	99.99	72.00	52.00	203.00
1458053397	mic0	0.05	50.00	39.00	119.00
1458053398	mic1	0.30	65.00	53.00	118.00
1458053399	mic2	99.73	73.00	58.00	185.00
1458053400	mic3	28.33	59.00	42.00	191.00
1458053401	mic4	47.08	64.00	46.00	124.00
1458053401	mic5	50.74	70.00	52.00	150.00
1458053432	mic0	0.38	48.00	39.00	111.00
1458053433	mic1	0.35	64.00	52.00	116.00
1458053434	mic2	20.10	70.00	57.00	134.00
1458053435	mic3	99.17	60.00	42.00	195.00
1458053436	mic4	0.00	63.00	46.00	109.00
1458053437	mic5	99.71	69.00	52.00	169.00
1458053468	mic0	0.00	53.00	40.00	106.00
1458053469	mic1	0.07	65.00	52.00	128.00
1458053470	mic2	100.00	78.00	58.00	218.00
1458053471	mic3	98.67	60.00	42.00	151.00
1458053472	mic4	0.08	63.00	46.00	114.00
1458053473	mic5	100.00	70.00	52.00	170.00
1458053504	mic0	0.00	51.00	40.00	104.00
1458053505	mic1	0.07	65.00	52.00	130.00
1458053506	mic2	73.95	75.00	58.00	207.00
1458053507	mic3	99.76	61.00	42.00	193.00
1458053507	mic4	0.05	63.00	46.00	108.00
1458053508	mic5	99.73	69.00	52.00	167.00
1458053539	mic0	11.53	52.00	40.00	111.00
1458053540	mic1	90.00	66.00	52.00	171.00
1458053541	mic2	99.69	71.00	57.00	189.00
1458053542	mic3	99.74	59.00	42.00	170.00
1458053543	mic4	99.99	69.00	46.00	199.00
1458053544	mic5	87.20	68.00	52.00	113.00
1458053575	mic0	0.33	51.00	40.00	110.00
1458053576	mic1	76.36	67.00	52.00	171.00
1458053577	mic2	0.32	75.00	58.00	138.00
1458053578	mic3	61.33	58.00	42.00	167.00
1458053579	mic4	80.64	68.00	46.00	192.00
1458053580	mic5	73.87	71.00	52.00	192.00
1458053611	mic0	0.35	49.00	40.00	111.00
1458053612	mic1	0.04	65.00	52.00	129.00
1458053613	mic2	0.37	71.00	58.00	134.00
1458053613	mic3	0.38	54.00	42.00	115.00
1458053614	mic4	98.86	68.00	46.00	190.00
1458053615	mic5	0.00	68.00	52.00	110.00
1458053646	mic0	0.36	50.00	40.00	111.00
1458053647	mic1	0.38	66.00	52.00	117.00
1458053648	mic2	99.99	76.00	58.00	216.00
1458053649	mic3	100.00	64.00	42.00	201.00
1458053650	mic4	99.61	68.00	47.00	191.00
1458053651	mic5	0.00	68.00	52.00	111.00
1458053682	mic0	0.37	50.00	40.00	110.00
1458053683	mic1	0.34	66.00	53.00	117.00
1458053684	mic2	98.84	75.00	58.00	209.00
1458053685	mic3	99.84	59.00	43.00	169.00
1458053686	mic4	99.88	68.00	46.00	191.00
1458053687	mic5	11.80	69.00	52.00	115.00
1458053718	mic0	2.16	51.00	40.00	129.00
1458053718	mic1	74.25	69.00	53.00	156.00
1458053719	mic2	99.62	72.00	57.00	191.00
1458053720	mic3	99.72	59.00	43.00	170.00
1458053721	mic4	99.62	66.00	46.00	169.00
1458053722	mic5	4.35	68.00	52.00	120.00
1458053753	mic0	0.03	51.00	40.00	122.00
1458053754	mic1	33.76	66.00	53.00	129.00
1458053755	mic2	0.32	75.00	58.00	138.00
1458053756	mic3	99.80	58.00	42.00	169.00
1458053757	mic4	91.88	65.00	46.00	164.00
1458053758	mic5	0.06	70.00	52.00	113.00
1458053789	mic0	99.83	53.00	39.00	162.00
1458053790	mic1	67.58	67.00	53.00	115.00
1458053791	mic2	0.38	70.00	58.00	135.00
1458053792	mic3	99.73	58.00	42.00	169.00
1458053793	mic4	99.54	64.00	46.00	166.00
1458053794	mic5	99.66	70.00	52.00	174.00
1458053824	mic0	99.84	52.00	39.00	164.00
1458053825	mic1	49.11	70.00	53.00	198.00
1458053826	mic2	0.32	71.00	57.00	135.00
1458053827	mic3	0.37	57.00	42.00	116.00
1458053828	mic4	0.05	61.00	46.00	127.00
1458053829	mic5	0.36	68.00	52.00	116.00
1458053860	mic0	13.22	51.00	39.00	137.00
1458053861	mic1	98.52	67.00	52.00	176.00
1458053862	mic2	0.37	70.00	57.00	135.00
1458053863	mic3	0.36	57.00	42.00	116.00
1458053864	mic4	73.53	63.00	45.00	165.00
1458053865	mic5	0.09	68.00	52.00	114.00
1458053896	mic0	0.00	53.00	40.00	109.00
1458053897	mic1	0.00	69.00	54.00	118.00
1458053898	mic2	0.37	72.00	57.00	134.00
1458053899	mic3	0.34	57.00	42.00	116.00
1458053899	mic4	99.83	64.00	45.00	165.00
1458053900	mic5	0.00	68.00	52.00	110.00
1458053931	mic0	29.83	52.00	40.00	111.00
1458053932	mic1	99.64	70.00	53.00	176.00
1458053933	mic2	0.35	71.00	57.00	136.00
1458053934	mic3	0.32	57.00	42.00	116.00
1458053935	mic4	99.92	64.00	45.00	164.00
1458053936	mic5	98.66	69.00	52.00	171.00
1458053967	mic0	99.87	55.00	40.00	163.00
1458053968	mic1	26.48	71.00	54.00	154.00
1458053969	mic2	0.31	74.00	58.00	134.00
1458053970	mic3	0.32	57.00	42.00	116.00
1458053971	mic4	99.83	64.00	45.00	164.00
1458053972	mic5	99.89	69.00	52.00	167.00
1458054003	mic0	95.83	54.00	40.00	162.00
1458054004	mic1	96.16	71.00	54.00	172.00
1458054005	mic2	93.42	76.00	58.00	169.00
1458054005	mic3	99.72	60.00	43.00	173.00
1458054006	mic4	99.74	64.00	45.00	163.00
1458054007	mic5	99.85	69.00	51.00	166.00
1458054038	mic0	99.60	56.00	40.00	192.00
1458054039	mic1	99.70	69.00	54.00	172.00
1458054040	mic2	99.50	76.00	58.00	213.00
1458054041	mic3	0.37	59.00	43.00	117.00
1458054042	mic4	5.93	62.00	45.00	161.00
1458054043	mic5	48.34	67.00	51.00	140.00
1458054074	mic0	0.00	50.00	40.00	104.00
1458054075	mic1	0.38	67.00	54.00	118.00
1458054076	mic2	99.94	76.00	58.00	210.00
1458054077	mic3	0.38	57.00	43.00	117.00
1458054078	mic4	100.00	69.00	46.00	199.00
1458054079	mic5	98.90	73.00	52.00	202.00
1458054110	mic0	98.69	53.00	40.00	167.00
1458054111	mic1	49.95	67.00	53.00	123.00
1458054111	mic2	99.70	73.00	58.00	185.00
1458054112	mic3	63.51	59.00	43.00	153.00
1458054113	mic4	38.99	64.00	46.00	136.00
1458054114	mic5	99.83	69.00	52.00	168.00
1458054145	mic0	43.19	54.00	40.00	145.00
1458054146	mic1	99.85	67.00	53.00	170.00
1458054147	mic2	0.06	72.00	58.00	145.00
1458054148	mic3	0.00	58.00	43.00	112.00
1458054149	mic4	30.21	64.00	46.00	133.00
1458054150	mic5	99.46	69.00	51.00	168.00
1458054181	mic0	100.00	58.00	40.00	195.00
1458054182	mic1	0.02	65.00	52.00	127.00
1458054183	mic2	100.00	73.00	58.00	183.00
1458054184	mic3	99.59	60.00	42.00	175.00
1458054185	mic4	0.37	63.00	46.00	114.00
1458054186	mic5	0.33	68.00	52.00	117.00
1458054217	mic0	99.80	54.00	40.00	164.00
1458054218	mic1	100.00	73.00	54.00	215.00
1458054219	mic2	99.51	72.00	57.00	187.00
1458054219	mic3	100.00	66.00	43.00	204.00
1458054220	mic4	0.38	62.00	46.00	114.00
1458054221	mic5	100.00	73.00	52.00	199.00
1458054252	mic0	0.06	50.00	40.00	131.00
1458054253	mic1	99.74	68.00	53.00	172.00
1458054254	mic2	0.00	74.00	59.00	133.00
1458054255	mic3	43.76	59.00	43.00	172.00
1458054256	mic4	99.56	67.00	46.00	179.00
1458054257	mic5	69.25	69.00	51.00	175.00
1458054288	mic0	91.58	55.00	41.00	163.00
1458054289	mic1	0.31	67.00	54.00	114.00
1458054290	mic2	0.00	69.00	57.00	129.00
1458054291	mic3	69.73	61.00	44.00	175.00
1458054292	mic4	98.90	70.00	47.00	211.00
1458054293	mic5	69.59	71.00	53.00	174.00
1458054324	mic0	100.00	64.00	42.00	208.00
1458054325	mic1	100.00	77.00	56.00	214.00
1458054326	mic2	0.00	68.00	55.00	121.00
1458054327	mic3	21.56	59.00	44.00	116.00
1458054328	mic4	99.99	74.00	49.00	210.00
1458054329	mic5	99.99	73.00	53.00	210.00
1458054360	mic0	0.00	55.00	42.00	106.00
1458054361	mic1	0.00	72.00	57.00	116.00
1458054362	mic2	0.00	66.00	54.00	127.00
1458054363	mic3	98.90	69.00	45.00	220.00
1458054364	mic4	100.00	74.00	50.00	213.00
1458054365	mic5	99.99	77.00	55.00	222.00
1458054396	mic0	0.00	49.00	40.00	105.00
1458054396	mic1	0.00	66.00	54.00	113.00
1458054398	mic2	0.00	67.00	54.00	127.00
1458054398	mic3	100.00	72.00	47.00	218.00
1458054399	mic4	0.00	62.00	47.00	109.00
1458054400	mic5	98.90	78.00	56.00	211.00
1458054431	mic0	0.00	48.00	39.00	104.00
1458054432	mic1	0.00	65.00	53.00	107.00
1458054433	mic2	0.00	66.00	54.00	126.00
1458054434	mic3	100.00	73.00	48.00	221.00
1458054435	mic4	0.00	58.00	44.00	105.00
1458054436	mic5	100.00	77.00	56.00	212.00
1458054467	mic0	0.00	47.00	38.00	104.00
1458054468	mic1	0.00	64.00	51.00	111.00
1458054469	mic2	0.00	67.00	54.00	126.00
1458054470	mic3	100.00	75.00	49.00	215.00
1458054471	mic4	0.00	54.00	42.00	105.00
1458054472	mic5	98.90	77.00	56.00	209.00
1458054503	mic0	0.00	47.00	37.00	104.00
1458054504	mic1	0.00	63.00	51.00	110.00
