#time	mic	%cpu	cpuT	memT	totW
1458012522	mic0	0.00	46.00	35.00	102.00
1458012523	mic1	0.00	60.00	47.00	110.00
1458012524	mic2	0.00	65.00	51.00	126.00
1458012525	mic3	0.00	51.00	38.00	108.00
1458012526	mic4	0.00	55.00	41.00	105.00
1458012527	mic5	0.00	63.00	46.00	108.00
1458012588	mic0	0.00	46.00	35.00	103.00
1458012589	mic1	0.00	61.00	47.00	110.00
1458012590	mic2	0.00	65.00	51.00	126.00
1458012591	mic3	0.00	51.00	38.00	108.00
1458012592	mic4	0.00	57.00	41.00	106.00
1458012593	mic5	0.00	62.00	46.00	106.00
1458012654	mic0	0.00	45.00	35.00	103.00
1458012655	mic1	0.00	61.00	47.00	110.00
1458012656	mic2	0.00	66.00	52.00	125.00
1458012657	mic3	0.00	52.00	38.00	109.00
1458012658	mic4	0.00	55.00	41.00	106.00
1458012658	mic5	0.00	63.00	46.00	106.00
1458012719	mic0	0.00	46.00	35.00	102.00
1458012720	mic1	0.00	62.00	47.00	104.00
1458012721	mic2	0.00	65.00	51.00	127.00
1458012722	mic3	0.00	50.00	38.00	108.00
1458012723	mic4	0.00	55.00	41.00	105.00
1458012724	mic5	0.00	63.00	46.00	107.00
1458012785	mic0	0.00	46.00	35.00	103.00
1458012786	mic1	0.00	61.00	47.00	109.00
1458012787	mic2	0.00	66.00	51.00	126.00
1458012788	mic3	0.00	52.00	38.00	108.00
1458012789	mic4	0.00	53.00	41.00	106.00
1458012790	mic5	0.00	63.00	46.00	108.00
1458012851	mic0	0.00	46.00	35.00	104.00
1458012852	mic1	0.00	61.00	47.00	110.00
1458012853	mic2	0.00	66.00	51.00	126.00
1458012854	mic3	0.00	53.00	38.00	108.00
1458012855	mic4	0.00	55.00	41.00	107.00
1458012856	mic5	0.00	62.00	46.00	108.00
1458012917	mic0	0.00	45.00	35.00	102.00
1458012918	mic1	0.00	61.00	47.00	110.00
1458012919	mic2	0.00	65.00	51.00	124.00
1458012920	mic3	0.00	51.00	38.00	108.00
1458012921	mic4	0.00	55.00	40.00	106.00
1458012921	mic5	0.00	62.00	46.00	106.00
1458012982	mic0	0.00	46.00	35.00	98.00
1458012983	mic1	0.00	62.00	47.00	110.00
1458012984	mic2	0.00	66.00	51.00	126.00
1458012985	mic3	0.00	53.00	38.00	108.00
1458012986	mic4	0.00	54.00	40.00	106.00
1458012987	mic5	0.00	62.00	46.00	105.00
1458013048	mic0	0.00	46.00	35.00	102.00
1458013049	mic1	0.00	60.00	47.00	110.00
1458013050	mic2	0.00	65.00	51.00	125.00
1458013051	mic3	0.00	52.00	38.00	108.00
1458013052	mic4	0.00	55.00	40.00	105.00
1458013053	mic5	0.00	62.00	46.00	107.00
1458013114	mic0	0.00	47.00	35.00	104.00
1458013115	mic1	0.00	61.00	47.00	110.00
1458013116	mic2	0.00	66.00	51.00	128.00
1458013117	mic3	0.00	52.00	38.00	109.00
1458013118	mic4	0.00	55.00	40.00	106.00
1458013118	mic5	0.00	63.00	46.00	105.00
1458013179	mic0	0.00	46.00	35.00	103.00
1458013180	mic1	0.00	60.00	47.00	110.00
1458013181	mic2	0.00	65.00	51.00	125.00
1458013182	mic3	0.00	51.00	37.00	108.00
1458013183	mic4	0.00	54.00	40.00	106.00
1458013184	mic5	0.00	63.00	46.00	106.00
1458013245	mic0	0.00	45.00	35.00	103.00
1458013246	mic1	0.00	62.00	47.00	110.00
1458013247	mic2	0.00	66.00	51.00	127.00
1458013248	mic3	0.00	53.00	38.00	107.00
1458013249	mic4	0.00	55.00	40.00	107.00
1458013250	mic5	0.00	63.00	46.00	107.00
1458013311	mic0	0.00	45.00	35.00	102.00
1458013312	mic1	0.00	61.00	47.00	109.00
1458013313	mic2	0.00	67.00	51.00	126.00
1458013314	mic3	0.00	53.00	38.00	107.00
1458013315	mic4	0.00	55.00	41.00	105.00
1458013316	mic5	0.00	63.00	46.00	106.00
1458013376	mic0	0.00	46.00	35.00	103.00
1458013377	mic1	0.00	61.00	47.00	110.00
1458013378	mic2	0.00	65.00	51.00	125.00
1458013379	mic3	0.00	53.00	38.00	109.00
1458013380	mic4	0.00	54.00	41.00	106.00
1458013381	mic5	0.00	62.00	46.00	107.00
1458013442	mic0	0.00	46.00	35.00	103.00
1458013443	mic1	0.00	61.00	47.00	110.00
1458013444	mic2	0.00	66.00	51.00	127.00
1458013445	mic3	0.00	52.00	38.00	107.00
1458013446	mic4	0.00	54.00	41.00	106.00
1458013447	mic5	0.00	62.00	46.00	107.00
1458013508	mic0	0.00	46.00	35.00	103.00
1458013509	mic1	0.00	62.00	47.00	109.00
1458013510	mic2	0.00	65.00	51.00	126.00
1458013511	mic3	0.00	52.00	38.00	108.00
1458013512	mic4	0.00	54.00	41.00	106.00
1458013512	mic5	0.00	62.00	46.00	105.00
1458013573	mic0	0.00	45.00	35.00	102.00
1458013574	mic1	0.00	60.00	47.00	109.00
1458013575	mic2	0.00	66.00	51.00	125.00
1458013576	mic3	0.00	52.00	38.00	109.00
1458013577	mic4	0.00	54.00	41.00	105.00
1458013578	mic5	0.00	62.00	46.00	106.00
1458013639	mic0	0.00	45.00	35.00	104.00
1458013640	mic1	0.00	62.00	47.00	110.00
1458013641	mic2	0.00	65.00	52.00	126.00
1458013642	mic3	0.00	52.00	38.00	109.00
1458013643	mic4	0.00	56.00	41.00	106.00
1458013644	mic5	0.00	63.00	46.00	105.00
1458013705	mic0	0.00	46.00	35.00	104.00
1458013706	mic1	0.00	62.00	47.00	110.00
1458013707	mic2	0.00	65.00	52.00	126.00
1458013708	mic3	0.00	52.00	38.00	109.00
1458013709	mic4	0.00	55.00	40.00	106.00
1458013709	mic5	0.00	63.00	46.00	102.00
1458013770	mic0	0.00	46.00	35.00	102.00
1458013771	mic1	0.00	61.00	47.00	109.00
1458013772	mic2	0.00	66.00	52.00	126.00
1458013773	mic3	0.00	51.00	38.00	108.00
1458013774	mic4	0.00	56.00	41.00	106.00
1458013775	mic5	0.00	62.00	46.00	105.00
1458013836	mic0	0.00	46.00	35.00	103.00
1458013837	mic1	0.00	61.00	47.00	111.00
1458013838	mic2	0.00	66.00	52.00	126.00
1458013839	mic3	0.00	52.00	38.00	102.00
1458013840	mic4	0.00	55.00	41.00	106.00
1458013841	mic5	0.00	62.00	46.00	106.00
1458013902	mic0	0.00	46.00	35.00	103.00
1458013903	mic1	0.00	61.00	47.00	110.00
1458013904	mic2	0.00	66.00	51.00	126.00
1458013905	mic3	0.00	51.00	37.00	108.00
1458013906	mic4	0.00	55.00	41.00	105.00
1458013907	mic5	0.00	63.00	46.00	106.00
1458013968	mic0	0.00	47.00	35.00	102.00
1458013968	mic1	0.00	61.00	47.00	110.00
1458013969	mic2	0.00	66.00	51.00	126.00
1458013970	mic3	0.00	52.00	38.00	108.00
1458013971	mic4	0.00	54.00	40.00	105.00
1458013972	mic5	0.00	63.00	46.00	106.00
1458014033	mic0	0.00	46.00	35.00	103.00
1458014034	mic1	0.00	61.00	47.00	110.00
1458014035	mic2	0.00	66.00	51.00	126.00
1458014036	mic3	0.00	52.00	38.00	108.00
1458014037	mic4	0.00	55.00	40.00	106.00
1458014038	mic5	0.00	62.00	46.00	106.00
1458014099	mic0	0.00	45.00	35.00	101.00
1458014100	mic1	0.00	62.00	47.00	109.00
1458014101	mic2	0.00	65.00	51.00	127.00
1458014102	mic3	0.00	52.00	38.00	108.00
1458014103	mic4	0.00	55.00	41.00	101.00
1458014104	mic5	0.00	62.00	46.00	107.00
1458014165	mic0	0.00	46.00	35.00	102.00
1458014165	mic1	0.00	61.00	47.00	110.00
1458014166	mic2	0.00	65.00	51.00	126.00
1458014167	mic3	0.00	50.00	37.00	108.00
1458014168	mic4	0.00	54.00	40.00	105.00
1458014169	mic5	0.00	62.00	46.00	106.00
1458014230	mic0	0.00	46.00	35.00	103.00
1458014231	mic1	0.00	61.00	47.00	110.00
1458014232	mic2	0.00	65.00	51.00	126.00
1458014233	mic3	0.00	51.00	38.00	108.00
1458014234	mic4	0.00	54.00	40.00	105.00
1458014235	mic5	0.00	62.00	46.00	105.00
1458014296	mic0	0.00	46.00	35.00	102.00
1458014297	mic1	0.00	61.00	47.00	110.00
1458014298	mic2	0.00	66.00	51.00	128.00
1458014299	mic3	0.00	51.00	38.00	108.00
1458014300	mic4	0.00	54.00	40.00	106.00
1458014301	mic5	0.00	61.00	46.00	106.00
1458014361	mic0	0.00	45.00	35.00	103.00
1458014362	mic1	0.00	62.00	47.00	111.00
1458014363	mic2	0.00	66.00	51.00	125.00
1458014364	mic3	0.00	52.00	38.00	110.00
1458014365	mic4	0.00	56.00	41.00	106.00
1458014366	mic5	0.00	62.00	46.00	106.00
1458014427	mic0	0.00	45.00	35.00	102.00
1458014428	mic1	0.00	61.00	47.00	111.00
1458014429	mic2	0.00	66.00	51.00	127.00
1458014430	mic3	0.00	51.00	38.00	108.00
1458014431	mic4	0.00	54.00	40.00	107.00
1458014432	mic5	0.00	62.00	46.00	106.00
1458014493	mic0	0.00	47.00	35.00	102.00
1458014494	mic1	0.00	61.00	47.00	110.00
1458014495	mic2	0.00	65.00	51.00	126.00
1458014496	mic3	0.00	53.00	38.00	108.00
1458014497	mic4	0.00	56.00	41.00	107.00
1458014497	mic5	0.00	63.00	46.00	108.00
1458014558	mic0	0.00	47.00	35.00	102.00
1458014559	mic1	0.00	61.00	47.00	110.00
1458014560	mic2	0.00	65.00	51.00	126.00
1458014561	mic3	0.00	53.00	38.00	108.00
1458014562	mic4	0.00	54.00	41.00	106.00
1458014563	mic5	0.00	62.00	46.00	107.00
1458014624	mic0	0.00	45.00	35.00	103.00
1458014625	mic1	0.00	61.00	47.00	112.00
1458014626	mic2	0.00	66.00	51.00	125.00
1458014627	mic3	0.00	52.00	38.00	109.00
1458014628	mic4	0.00	56.00	41.00	106.00
1458014629	mic5	0.00	62.00	46.00	106.00
1458014690	mic0	0.00	47.00	35.00	103.00
1458014691	mic1	0.00	62.00	47.00	109.00
1458014692	mic2	0.00	65.00	51.00	127.00
1458014693	mic3	0.00	52.00	38.00	109.00
1458014694	mic4	0.00	56.00	41.00	105.00
1458014695	mic5	0.00	62.00	46.00	106.00
1458014755	mic0	0.00	46.00	35.00	102.00
1458014756	mic1	0.00	61.00	47.00	110.00
1458014757	mic2	0.00	65.00	51.00	126.00
1458014758	mic3	0.00	52.00	38.00	108.00
1458014759	mic4	0.00	55.00	41.00	106.00
1458014760	mic5	0.00	62.00	46.00	105.00
1458014821	mic0	0.00	46.00	35.00	102.00
1458014822	mic1	0.00	61.00	47.00	110.00
1458014823	mic2	0.00	66.00	52.00	126.00
1458014824	mic3	0.00	52.00	38.00	104.00
1458014825	mic4	0.00	57.00	41.00	106.00
1458014826	mic5	0.00	62.00	46.00	106.00
1458014887	mic0	0.00	47.00	35.00	103.00
1458014888	mic1	0.00	61.00	47.00	110.00
1458014889	mic2	0.00	65.00	51.00	126.00
1458014890	mic3	0.00	51.00	38.00	109.00
1458014891	mic4	0.00	57.00	41.00	106.00
1458014892	mic5	0.00	63.00	46.00	106.00
1458014952	mic0	0.00	46.00	35.00	104.00
1458014953	mic1	0.00	62.00	47.00	111.00
1458014954	mic2	0.00	65.00	51.00	126.00
1458014955	mic3	0.00	53.00	38.00	108.00
1458014956	mic4	0.00	54.00	41.00	106.00
1458014957	mic5	0.00	63.00	46.00	103.00
1458015018	mic0	0.00	45.00	35.00	102.00
1458015019	mic1	0.00	61.00	47.00	110.00
1458015020	mic2	0.00	67.00	51.00	125.00
1458015021	mic3	0.00	51.00	38.00	108.00
1458015022	mic4	0.00	54.00	41.00	106.00
1458015023	mic5	0.00	62.00	46.00	106.00
1458015084	mic0	0.00	46.00	35.00	102.00
1458015085	mic1	0.00	60.00	47.00	109.00
1458015086	mic2	0.00	67.00	51.00	127.00
1458015087	mic3	0.00	52.00	38.00	109.00
1458015088	mic4	0.00	55.00	41.00	99.00
1458015089	mic5	0.00	62.00	46.00	106.00
1458015150	mic0	0.00	45.00	35.00	103.00
1458015150	mic1	0.00	60.00	47.00	110.00
1458015151	mic2	0.00	65.00	51.00	126.00
1458015152	mic3	0.00	52.00	38.00	109.00
1458015153	mic4	0.00	54.00	40.00	106.00
1458015154	mic5	0.00	62.00	46.00	107.00
1458015215	mic0	0.00	46.00	35.00	103.00
1458015216	mic1	0.00	61.00	47.00	110.00
1458015217	mic2	0.00	66.00	51.00	125.00
1458015218	mic3	0.00	52.00	38.00	108.00
1458015219	mic4	0.00	55.00	41.00	105.00
1458015220	mic5	0.00	63.00	46.00	107.00
1458015281	mic0	0.00	45.00	35.00	102.00
1458015282	mic1	0.00	61.00	47.00	105.00
1458015283	mic2	0.00	66.00	51.00	126.00
1458015284	mic3	0.00	52.00	38.00	108.00
1458015285	mic4	0.00	58.00	41.00	106.00
1458015286	mic5	0.00	62.00	46.00	106.00
1458015346	mic0	0.00	45.00	35.00	102.00
1458015348	mic1	0.00	61.00	47.00	110.00
1458015349	mic2	0.00	66.00	51.00	126.00
1458015350	mic3	0.00	51.00	38.00	109.00
1458015351	mic4	0.00	56.00	41.00	106.00
1458015351	mic5	0.00	63.00	46.00	107.00
1458015412	mic0	0.00	46.00	35.00	103.00
1458015413	mic1	0.00	61.00	47.00	110.00
1458015414	mic2	0.00	66.00	51.00	126.00
1458015415	mic3	0.00	52.00	38.00	109.00
1458015416	mic4	0.00	54.00	41.00	106.00
1458015417	mic5	0.00	62.00	46.00	106.00
1458015478	mic0	0.00	46.00	35.00	103.00
1458015479	mic1	0.00	61.00	47.00	110.00
1458015480	mic2	0.00	65.00	52.00	128.00
1458015481	mic3	0.00	52.00	38.00	108.00
1458015482	mic4	0.00	55.00	41.00	107.00
1458015483	mic5	0.00	62.00	46.00	106.00
1458015544	mic0	0.00	47.00	35.00	103.00
1458015545	mic1	0.00	62.00	47.00	111.00
1458015546	mic2	0.00	65.00	52.00	126.00
1458015547	mic3	0.00	52.00	38.00	107.00
1458015548	mic4	0.00	55.00	41.00	106.00
1458015549	mic5	0.00	62.00	46.00	106.00
1458015609	mic0	0.00	45.00	35.00	102.00
1458015610	mic1	0.00	61.00	47.00	108.00
1458015611	mic2	0.00	65.00	51.00	125.00
1458015612	mic3	0.00	52.00	38.00	108.00
1458015613	mic4	0.00	55.00	41.00	104.00
1458015614	mic5	0.00	63.00	46.00	105.00
1458015675	mic0	0.00	46.00	35.00	103.00
1458015676	mic1	0.00	60.00	47.00	110.00
1458015677	mic2	0.00	66.00	51.00	127.00
1458015678	mic3	0.00	52.00	38.00	108.00
1458015679	mic4	0.00	56.00	40.00	105.00
1458015680	mic5	0.00	63.00	46.00	102.00
1458015741	mic0	0.00	46.00	35.00	102.00
1458015742	mic1	0.00	61.00	47.00	109.00
1458015743	mic2	0.00	66.00	52.00	126.00
1458015744	mic3	0.00	51.00	38.00	108.00
1458015745	mic4	0.00	54.00	41.00	106.00
1458015746	mic5	0.00	63.00	46.00	106.00
1458015807	mic0	0.00	47.00	35.00	103.00
1458015808	mic1	0.00	62.00	47.00	109.00
1458015808	mic2	0.00	66.00	52.00	126.00
1458015809	mic3	0.00	52.00	38.00	108.00
1458015810	mic4	0.00	54.00	41.00	107.00
1458015811	mic5	0.00	62.00	46.00	105.00
1458015872	mic0	0.00	46.00	35.00	102.00
1458015873	mic1	0.00	60.00	47.00	109.00
1458015874	mic2	0.00	65.00	51.00	126.00
1458015875	mic3	0.00	52.00	38.00	109.00
1458015876	mic4	0.00	55.00	41.00	105.00
1458015877	mic5	0.00	62.00	46.00	104.00
1458015938	mic0	0.00	45.00	35.00	103.00
1458015939	mic1	0.00	62.00	47.00	110.00
1458015940	mic2	0.00	65.00	51.00	126.00
1458015941	mic3	0.00	52.00	38.00	108.00
1458015942	mic4	0.00	54.00	41.00	104.00
1458015943	mic5	0.00	63.00	46.00	107.00
1458016004	mic0	0.00	46.00	35.00	103.00
1458016005	mic1	0.00	61.00	47.00	110.00
1458016006	mic2	0.00	66.00	51.00	126.00
1458016007	mic3	0.00	52.00	38.00	109.00
1458016007	mic4	0.00	56.00	41.00	105.00
1458016008	mic5	0.00	61.00	46.00	105.00
1458016069	mic0	0.00	46.00	35.00	103.00
1458016070	mic1	0.00	61.00	47.00	110.00
1458016071	mic2	0.00	66.00	51.00	126.00
1458016072	mic3	0.00	52.00	38.00	109.00
1458016073	mic4	0.00	54.00	41.00	105.00
1458016074	mic5	0.00	62.00	46.00	105.00
1458016135	mic0	0.00	46.00	35.00	102.00
1458016136	mic1	0.00	61.00	47.00	109.00
1458016137	mic2	0.00	66.00	51.00	127.00
1458016138	mic3	0.00	51.00	38.00	108.00
1458016139	mic4	0.00	54.00	41.00	106.00
1458016140	mic5	0.00	62.00	46.00	106.00
1458016201	mic0	0.00	45.00	35.00	102.00
1458016202	mic1	0.00	61.00	47.00	110.00
1458016203	mic2	0.00	65.00	51.00	126.00
1458016203	mic3	0.00	52.00	38.00	107.00
1458016204	mic4	0.00	56.00	41.00	106.00
1458016205	mic5	0.00	62.00	46.00	107.00
1458016266	mic0	0.00	47.00	35.00	103.00
1458016267	mic1	0.00	61.00	47.00	110.00
1458016268	mic2	0.00	66.00	51.00	127.00
1458016269	mic3	0.00	53.00	38.00	109.00
1458016270	mic4	0.00	55.00	41.00	106.00
1458016271	mic5	0.00	63.00	46.00	106.00
1458016332	mic0	0.00	46.00	35.00	97.00
1458016333	mic1	0.00	62.00	47.00	109.00
1458016334	mic2	0.00	66.00	51.00	126.00
1458016335	mic3	0.00	53.00	38.00	108.00
1458016336	mic4	0.00	57.00	41.00	106.00
1458016337	mic5	0.00	62.00	46.00	107.00
1458016398	mic0	0.00	46.00	35.00	103.00
1458016399	mic1	0.00	61.00	47.00	109.00
1458016400	mic2	0.00	65.00	51.00	126.00
1458016400	mic3	0.00	52.00	38.00	108.00
1458016401	mic4	0.00	54.00	41.00	105.00
1458016402	mic5	0.00	63.00	46.00	104.00
1458016463	mic0	0.00	46.00	35.00	102.00
1458016464	mic1	0.00	62.00	47.00	109.00
1458016465	mic2	0.00	66.00	51.00	126.00
1458016466	mic3	0.00	52.00	38.00	107.00
1458016467	mic4	0.00	54.00	41.00	107.00
1458016468	mic5	0.00	64.00	46.00	106.00
1458016529	mic0	0.00	46.00	35.00	103.00
1458016530	mic1	0.00	61.00	47.00	110.00
1458016531	mic2	0.00	66.00	51.00	126.00
1458016532	mic3	0.00	51.00	38.00	107.00
1458016533	mic4	0.00	57.00	41.00	105.00
1458016534	mic5	0.00	63.00	46.00	106.00
1458016595	mic0	0.00	46.00	35.00	102.00
1458016596	mic1	0.00	61.00	47.00	110.00
1458016597	mic2	0.00	65.00	51.00	127.00
1458016598	mic3	0.00	52.00	38.00	109.00
1458016598	mic4	0.00	56.00	41.00	105.00
1458016599	mic5	0.00	63.00	46.00	107.00
1458016660	mic0	0.00	46.00	35.00	103.00
1458016661	mic1	0.00	61.00	47.00	111.00
1458016662	mic2	0.00	65.00	51.00	127.00
1458016663	mic3	0.00	51.00	38.00	108.00
1458016664	mic4	0.00	54.00	41.00	105.00
1458016665	mic5	0.00	64.00	46.00	107.00
1458016726	mic0	0.00	46.00	35.00	103.00
1458016727	mic1	0.00	61.00	47.00	110.00
1458016728	mic2	0.00	65.00	51.00	125.00
1458016729	mic3	0.00	53.00	38.00	108.00
1458016730	mic4	0.00	57.00	41.00	105.00
1458016731	mic5	0.00	62.00	46.00	106.00
1458016792	mic0	0.00	46.00	35.00	102.00
1458016793	mic1	0.00	61.00	47.00	110.00
1458016794	mic2	0.00	66.00	51.00	127.00
1458016795	mic3	0.00	52.00	38.00	108.00
1458016795	mic4	0.00	56.00	41.00	105.00
1458016796	mic5	0.00	62.00	46.00	106.00
1458016857	mic0	0.00	46.00	35.00	102.00
1458016858	mic1	0.00	61.00	47.00	109.00
1458016859	mic2	0.00	65.00	51.00	127.00
1458016860	mic3	0.00	53.00	38.00	109.00
1458016861	mic4	0.00	54.00	41.00	107.00
1458016862	mic5	0.00	63.00	46.00	106.00
1458016923	mic0	0.00	45.00	35.00	103.00
1458016924	mic1	0.00	61.00	47.00	112.00
1458016925	mic2	0.00	66.00	51.00	127.00
1458016926	mic3	0.00	51.00	37.00	108.00
1458016927	mic4	0.00	56.00	41.00	106.00
1458016928	mic5	0.00	62.00	46.00	106.00
1458016989	mic0	0.00	46.00	35.00	103.00
1458016990	mic1	0.00	60.00	47.00	111.00
1458016991	mic2	0.00	65.00	51.00	127.00
1458016992	mic3	0.00	51.00	37.00	108.00
1458016992	mic4	0.00	54.00	41.00	106.00
1458016993	mic5	0.00	61.00	46.00	105.00
1458017054	mic0	0.00	46.00	35.00	103.00
1458017055	mic1	0.00	60.00	47.00	109.00
1458017056	mic2	0.00	66.00	51.00	125.00
1458017057	mic3	0.00	52.00	37.00	109.00
1458017058	mic4	0.00	58.00	41.00	105.00
1458017059	mic5	0.00	62.00	46.00	105.00
1458017120	mic0	0.00	45.00	35.00	103.00
1458017121	mic1	0.00	60.00	46.00	110.00
1458017122	mic2	0.00	66.00	51.00	124.00
1458017123	mic3	0.00	51.00	37.00	108.00
1458017124	mic4	0.00	56.00	41.00	107.00
1458017125	mic5	0.00	61.00	46.00	105.00
1458017186	mic0	0.00	45.00	35.00	103.00
1458017187	mic1	0.00	60.00	46.00	110.00
1458017188	mic2	0.00	65.00	51.00	124.00
1458017189	mic3	0.00	51.00	37.00	108.00
1458017190	mic4	0.00	55.00	41.00	105.00
1458017190	mic5	0.00	62.00	46.00	106.00
1458017251	mic0	0.00	46.00	35.00	103.00
1458017252	mic1	0.00	60.00	47.00	111.00
1458017253	mic2	0.00	65.00	51.00	124.00
1458017254	mic3	0.00	50.00	37.00	108.00
1458017255	mic4	0.00	56.00	41.00	106.00
1458017256	mic5	0.00	61.00	46.00	106.00
1458017317	mic0	0.00	46.00	35.00	103.00
1458017318	mic1	0.00	60.00	47.00	110.00
1458017319	mic2	0.00	65.00	51.00	126.00
1458017320	mic3	0.00	51.00	37.00	108.00
1458017321	mic4	0.00	55.00	41.00	106.00
1458017322	mic5	0.00	61.00	46.00	106.00
1458017383	mic0	0.00	46.00	35.00	102.00
1458017384	mic1	0.00	61.00	47.00	109.00
1458017385	mic2	0.00	65.00	51.00	127.00
1458017386	mic3	0.00	52.00	38.00	108.00
1458017386	mic4	0.00	56.00	41.00	106.00
1458017387	mic5	0.00	62.00	46.00	107.00
1458017448	mic0	0.00	45.00	35.00	102.00
1458017449	mic1	0.00	60.00	47.00	110.00
1458017450	mic2	0.00	65.00	51.00	124.00
1458017451	mic3	0.00	51.00	37.00	107.00
1458017452	mic4	0.00	55.00	41.00	105.00
1458017453	mic5	0.00	62.00	46.00	107.00
1458017514	mic0	0.00	46.00	35.00	103.00
1458017515	mic1	0.00	61.00	47.00	110.00
1458017516	mic2	0.00	66.00	51.00	127.00
1458017517	mic3	0.00	51.00	37.00	107.00
1458017518	mic4	0.00	55.00	41.00	105.00
1458017519	mic5	0.00	63.00	46.00	105.00
1458017580	mic0	0.00	46.00	35.00	103.00
1458017581	mic1	0.00	61.00	47.00	111.00
1458017582	mic2	0.00	65.00	51.00	125.00
1458017583	mic3	0.00	52.00	37.00	108.00
1458017584	mic4	0.00	56.00	41.00	105.00
1458017584	mic5	0.00	63.00	46.00	107.00
1458017645	mic0	0.00	46.00	35.00	104.00
1458017646	mic1	0.00	60.00	47.00	110.00
1458017647	mic2	0.00	66.00	51.00	126.00
1458017648	mic3	0.00	52.00	38.00	108.00
1458017649	mic4	0.00	56.00	41.00	105.00
1458017650	mic5	0.00	63.00	46.00	106.00
1458017711	mic0	0.00	46.00	35.00	104.00
1458017712	mic1	0.00	61.00	47.00	111.00
1458017713	mic2	0.00	64.00	51.00	124.00
1458017714	mic3	0.00	51.00	37.00	109.00
1458017715	mic4	0.00	54.00	41.00	105.00
1458017716	mic5	0.00	62.00	46.00	107.00
1458017777	mic0	0.00	46.00	35.00	102.00
1458017778	mic1	0.00	61.00	47.00	110.00
1458017779	mic2	0.00	65.00	51.00	126.00
1458017780	mic3	0.00	52.00	37.00	108.00
1458017780	mic4	0.00	55.00	41.00	106.00
1458017781	mic5	0.00	63.00	46.00	106.00
1458017842	mic0	0.00	47.00	35.00	102.00
1458017843	mic1	0.00	61.00	46.00	109.00
1458017844	mic2	0.00	65.00	51.00	125.00
1458017845	mic3	0.00	53.00	37.00	107.00
1458017846	mic4	0.00	56.00	41.00	106.00
1458017847	mic5	0.00	63.00	46.00	106.00
1458017908	mic0	0.00	46.00	35.00	102.00
1458017909	mic1	0.00	60.00	46.00	110.00
1458017910	mic2	0.00	66.00	51.00	126.00
1458017911	mic3	0.00	52.00	38.00	108.00
1458017912	mic4	0.00	57.00	41.00	106.00
1458017913	mic5	0.00	63.00	46.00	107.00
1458017974	mic0	0.00	46.00	35.00	102.00
1458017975	mic1	0.00	61.00	47.00	110.00
1458017976	mic2	0.00	65.00	51.00	123.00
1458017977	mic3	0.00	51.00	37.00	107.00
1458017978	mic4	0.00	55.00	41.00	107.00
1458017978	mic5	0.00	62.00	46.00	106.00
1458018039	mic0	0.00	45.00	35.00	98.00
1458018040	mic1	0.00	61.00	47.00	110.00
1458018041	mic2	0.00	65.00	51.00	127.00
1458018042	mic3	0.00	51.00	37.00	108.00
1458018043	mic4	0.00	54.00	41.00	106.00
1458018044	mic5	0.00	63.00	46.00	106.00
1458018105	mic0	0.00	45.00	35.00	102.00
1458018106	mic1	0.00	60.00	46.00	109.00
1458018107	mic2	0.00	66.00	51.00	125.00
1458018108	mic3	0.00	52.00	37.00	108.00
1458018109	mic4	0.00	56.00	41.00	106.00
1458018110	mic5	0.00	63.00	46.00	106.00
1458018171	mic0	0.00	47.00	35.00	103.00
1458018172	mic1	0.00	60.00	46.00	111.00
1458018173	mic2	0.00	66.00	51.00	125.00
1458018174	mic3	0.00	51.00	37.00	108.00
1458018175	mic4	0.00	55.00	41.00	105.00
1458018176	mic5	0.00	63.00	46.00	106.00
1458018237	mic0	0.00	46.00	35.00	102.00
1458018237	mic1	0.00	60.00	47.00	110.00
1458018238	mic2	0.00	65.00	51.00	126.00
1458018239	mic3	0.00	51.00	37.00	107.00
1458018240	mic4	0.00	58.00	41.00	106.00
1458018241	mic5	0.00	63.00	46.00	107.00
1458018302	mic0	0.00	46.00	35.00	103.00
1458018303	mic1	0.00	61.00	47.00	110.00
1458018304	mic2	0.00	65.00	51.00	123.00
1458018305	mic3	0.00	52.00	37.00	108.00
1458018306	mic4	0.00	59.00	41.00	105.00
1458018307	mic5	0.00	62.00	46.00	106.00
1458018368	mic0	0.00	45.00	35.00	102.00
1458018369	mic1	0.00	60.00	46.00	108.00
1458018370	mic2	0.00	66.00	51.00	126.00
1458018371	mic3	0.00	51.00	37.00	102.00
1458018372	mic4	0.00	58.00	41.00	107.00
1458018373	mic5	0.00	62.00	46.00	106.00
1458018433	mic0	0.00	46.00	35.00	102.00
1458018434	mic1	0.00	61.00	47.00	110.00
1458018435	mic2	0.00	66.00	51.00	125.00
1458018436	mic3	0.00	51.00	37.00	108.00
1458018437	mic4	0.00	57.00	41.00	106.00
1458018438	mic5	0.00	62.00	46.00	106.00
1458018499	mic0	0.00	45.00	35.00	103.00
1458018500	mic1	0.00	61.00	47.00	110.00
1458018501	mic2	0.00	65.00	51.00	126.00
1458018502	mic3	0.00	52.00	37.00	109.00
1458018503	mic4	0.00	58.00	41.00	106.00
1458018504	mic5	0.00	63.00	46.00	105.00
1458018565	mic0	0.00	45.00	35.00	103.00
1458018566	mic1	0.00	62.00	47.00	109.00
1458018567	mic2	0.00	66.00	51.00	126.00
1458018568	mic3	0.00	52.00	38.00	108.00
1458018569	mic4	0.00	56.00	41.00	107.00
1458018570	mic5	0.00	63.00	46.00	105.00
1458018631	mic0	0.00	46.00	35.00	103.00
